Ticker,Security,GICS Sector,GICS Sub-Industry,Headquarters Location,Date added,CIK,Founded,Business_description,Greeness
STE,Steris,Health Care,Health Care Equipment,"Dublin, Ireland",2019-12-23,1757898,1985,">ITEM 1.BUSINESSINTRODUCTION STERIS plc is a leading provider of infection prevention and other procedural products and services. Our MISSION IS TO HELP OUR CUSTOMERS CREATE A HEALTHIER AND SAFER WORLD by providing innovative healthcare and life science product and service solutions around the globe. We offer our Customers a unique mix of innovative capital equipment products, such as sterilizers and washers, surgical tables, lights and equipment management systems and connectivity solutions such as operating room integration; consumable products including detergents and gastrointestinal endoscopy accessories and other products and services, including equipment installation and maintenance, microbial reduction of medical devices, instrument and scope repair solutions, laboratory services and outsourced instrument reprocessing.",0.0
SYK,Stryker Corporation,Health Care,Health Care Equipment,"Kalamazoo, Michigan",2000-12-12,310764,1941,">ITEM 1.BUSINESS.Stryker Corporation (Stryker or the Company) is one of the world's leading medical technology companies and, together with its customers, is driven to make healthcare better. The Company offers innovative products and services in Orthopaedics, Medical and Surgical, and Neurotechnology and Spine that help improve patient and hospital outcomes.Our core values guide our behaviors and actions and are fundamental to how we execute our mission. Stryker was incorporated in Michigan in 1946 as the successor company to a business founded in 1941 by Dr. Homer H. Stryker, a p",0.0
SIVB,SVB Financial,Financials,Regional Banks,"Santa Clara, California",2018-03-19,719739,1983,">ITEM 1.BUSINESS  General SVB Financial Group (""SVB Financial"") is a diversified financial services company, as well as a bank holding company and a financial holding company. SVB Financial was incorporated in the state of Delaware in March 1999. Through our various subsidiaries and divisions, we offer a diverse set of banking and financial products and services to clients across the United States, as well as in key international innovation markets. For more than 35 years, we have been dedicated to helping support entrepreneurs and clients of all sizes and stages throughout thei",0.0
SYY,Sysco,Consumer Staples,Food Distributors,"Houston, Texas",1986-12-31,96021,1969,">Item 1.  BusinessUnless this Form 10-K indicates otherwise or the context otherwise requires, the terms “we,” “our,” “us,” “Sysco,” or “the company” as used in this Form 10-K refer to Sysco Corporation together with its consolidated subsidiaries and divisions.OverviewSysco ",0.0
TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,"Bellevue, Washington",2019-07-15,1283699,1994,">Item 1. Business Business Overview and StrategyUn-carrier StrategyWe are the Un-carrier. Through our Un-carrier strategy, we have disrupted the wireless communications services industry, by actively engaging with and listening to our customers and eliminating their existing pain points, including providing them with added value, an exceptional experience and implementing signature Un-carrier initiatives that have changed wireless for good. We ended annual service contracts, overages, unpredictable international roaming fees, data buckets and so much more. We are inspired by a relentless customer experience focus, consistently leading the wireless industry in customer care by delivering an excellent customer experience with our “Team of Experts,” which drives our record-high customer satisfaction levels while enabling operational efficiencies. Si",0.0
TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,"New York City, New York",2018-03-19,946581,1993,">Item 1.    BusinessGeneral        We are a leading developer, publisher and marketer of interactive entertainment for consumers around the globe. We develop and publish products principally through Rockstar Games, 2K, Private Division, and Social Point. Our products are currently designed for console gaming systems, such as the Sony Computer Entertainment, Inc. (""Sony"") PlayStation®4 (""PS4""), Microsoft Corporation (""Microsoft"") Xbox One® (""Xbox One""), and Nintendo's SwitchTM (""Switch""), and personal computers (""PC""), including smartphones and tablets. We deliver our products through physical re",0.0
TGT,Target Corporation,Consumer Discretionary,General Merchandise Stores,"Minneapolis, Minnesota",1976-12-31,27419,1902,">Item 1.    BusinessGeneralTarget Corporation (Target, the Corporation or the Company) was incorporated in Minnesota in 1902. We offer to our customers, referred to as ""guests,"" everyday essentials and fashionable, differentiated merchandise at discounted prices. Our ability to deliver a preferred shopping experience to our guests is supported by our supply chain and technology, our devotion to innovation, our loyalty offerings and suite of fulfillment options, and our disciplined approach to managing our business and investing in future growth. We operate as a single segment designed to enable guests to purchase products seamlessly in stores or through our digital channels. Since 1946, we have given 5 percent of our profit to communities.",0.0
TDY,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,"Thousand Oaks, California",2020-06-22,1094285,1960,">Item 1.BusinessWho We AreTeledyne Technologies Incorporated provides enabling technologies for industrial growth markets that require advanced technology and high reliability.  These markets include aerospace and defense, factory automation, air and water quality environmental monitoring, electronics design and development, oceanographic research, deepwater oil and gas exploration and production, medical imaging and pharmaceutical research.  Our products include digital imaging sensors, cameras and systems within the visible, infrared and X-ray spectra, monitoring and control instrumentation for marine and environmental applications, harsh environment interconnects, electronic test and measurement equipment, aircraft info",0.0
TFX,Teleflex,Health Care,Health Care Equipment,"Wayne, Pennsylvania",2019-01-18,96943,1943,">ITEM 1. BUSINESSTeleflex Incorporated is referred to herein as “we,” “us,” “our,” “Teleflex” and the “Company.”THE COMPANYTeleflex is a global provider of medical technology products that enhance clinical benefits, improve patient and provider safety and reduce total procedural costs. We primarily design, develop, manufacture and supply single-use medical devices used by hospitals and healthcare providers for common diagnostic and therapeutic procedures in critical care and surgical applications. We market and sell our products to hospitals and healthcare providers worldwide through a combination of our ",0.0
TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,"Austin, Texas",2020-12-21,1318605,2003,">ITEM 1.

BUSINESS
 
Overview
We design, develop, manufacture, sell and lease high-performance fully electric vehicles and energy generation and storage systems, and offer services related to our products. We are the world’s first vertically integrated sustainable energy company, offering end-to-end clean energy products, including generation, storage and consumption. We generally sell our products directly to customers, including through our website and retail locations. We also continue to grow our customer-facing infrastructure through a global network of vehicle service centers, Mobile Service technicians, body shops, Supercharger stations and Destination Chargers to accelerate the widespread adoption of our pro",0.6470412611961365
TXT,Textron,Industrials,Aerospace & Defense,"Providence, Rhode Island",1978-12-31,217346,1923,">Item 1. BusinessTextron Inc. is a multi-industry company that leverages its global network of aircraft, defense, industrial and finance businesses to provide customers with innovative products and services around the world. We have approximately 35,000 employees worldwide. Textron Inc. was founded in 1923 and reincorporated in Delaware on July 31, 1967. Unless otherwise indicated, references to “Textron Inc.,” the “Company,” “we,” “our” and “us” in this Annual Report on Form 10-K refer to Textron Inc. and its consolidated subsidiaries.We conduct our business through five operating segments: Textron Aviation, Bell, Textron Systems and Industrial, which represent our manufacturing businesses, and Finance, which represents our finance business. A description of the business of each of our segments is set forth below. Our segments include operations that are unincorporated divisions of Textron Inc. and others that are separately incorporated subsidiaries. The following description of our business should be read in conjunction with Management’s Discussion and Analysis of Financial Condition and Results of Operations on pages 19 through 34 of this Annual Report on For",0.0
TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,"Waltham, Massachusetts",2004-08-03,97745,2006 (1902),>Item 1 of Part I of this report.The other information required by this Item will be contained in our 2020 Definitive Proxy Statement and is incorporated in this report by reference.Item 11. Executive CompensationThe information required by this Item will be contained in our 2020 Definitive Proxy Statement and is incorporated in this report by reference.,0.0
TJX,TJX Companies,Consumer Discretionary,Apparel Retail,"Framingham, Massachusetts",1985-09-30,109198,1987,">ITEM 1.  BusinessBUSINESS OVERVIEWThe TJX Companies, Inc. (together with its subsidiaries, “TJX”, the “Company”, “we”, or “our”) is the leading off-price apparel and home fashions retailer in the United States and worldwide. We have over 4,500 stores that offer a rapidly changing assortment of quality, fashionable, brand name and designer merchandise at prices generally 20% to 60% below full-price retailers’ (including department, specialty, and major online retailers) regular prices on comparable merchandise, every day.Our stores are known for our value proposition of brand, fashion, price and quality. Our opportunistic buying strategies and flexible business model differentiate us from traditional retailers. We offer a treasure hunt shopping experience and a rapid turn of inventories relative to traditional retailers. Ou",0.0
TT,Trane Technologies,Industrials,Building Products,"Dublin, Ireland",2010-11-17,1466258,1871,">Item 1.      BUSINESSOverviewIngersoll-Rand plc (Plc or Parent Company), a public limited company incorporated in Ireland in 2009, and its consolidated subsidiaries (collectively, we, our, the Company) is a diversified, global company that provides products, services and solutions to enhance the quality, energy efficiency and comfort of air in homes and buildings, transport and protect food and perishables and increase industrial productivity and efficiency. Our business segments consist of Climate and Industrial, both with strong brands and highly differentiated products within their respective markets. We generate revenue and cash primarily through the design, manufacture, sale and service of a diverse portfolio of industrial and commercial products that include well-recognized, premium brand names such as American Standard®",0.0
TDG,TransDigm Group,Industrials,Aerospace & Defense,"Cleveland, Ohio",2016-06-03,1260221,1993,">ITEM 1.    BUSINESSThe CompanyTD Group, through its wholly-owned subsidiary, TransDigm, Inc., is a leading global designer, producer and supplier of highly engineered aircraft components for use on nearly all commercial and military aircraft in service today. Our business is well diversified due to the broad range of products we offer to our customers. We estimate that approximately 90% of our net sales for fiscal year 2020 were generated by proprietary products. For fiscal year 2020, we estimate that we generated approximately 80% of our net sales from products in which we are the sole source provider.1",0.0
TRV,The Travelers Companies,Financials,Property & Casualty Insurance,"New York City, New York",2002-08-21,86312,1853,">Item 1.  BUSINESSThe Travelers Companies, Inc. (together with its consolidated subsidiaries, the Company) is a holding company principally engaged, through its subsidiaries, in providing a wide range of commercial and personal property and casualty insurance products and services to businesses, government units, associations and individuals. The Company is incorporated as a general business corporation under the laws of the State of Minnesota and is one of the oldest insurance organizations in the United States, dating back to 1853. The principal executive offices of the Company are located at 485 Lexington Avenue, New York, New York 10017, and its telephone number is (917) 778-6000.  The Company also maintains executive offices in Hartford, Connecticut, and St. Paul, Minnesota.  The term “TRV” in this document refers to The Travelers Companies, Inc., the parent holding company excluding subsidiaries.  PROPERTY AND CASUALTY INSURANCE OPERATIONS",0.0
TRMB,Trimble Inc.,Information Technology,Electronic Equipment & Instruments,"Westminster, Colorado",2021-01-21,864749,1978,">Item 1.BusinessTrimble Inc., a Delaware corporation, is a leading provider of technology solutions that enable professionals and field mobile workers to improve or transform their work processes.  Our comprehensive work process solutions are used across a range of industries including agriculture, architecture, civil engineering, survey, construction, geospatial, government, natural resources, transportation, and utilities.  Representative Trimble customers include engineering and construction firms, contractors, owners, surveying companies, farmers and agricultural companies, trucking companies, energy, utility companies, and state, federal, and municipal governments.We transform the way the world works by delivering products and services that connect the physical and digital worlds.  Core technologies used in positioning, modeling, connectivity, and data anal",0.0
TFC,Truist,Financials,Regional Banks,"Charlotte, North Carolina",1997-12-04,92230,1872,">ITEM 1. BUSINESSTruist is a banking organization headquartered in Charlotte, North Carolina. Truist conducts its business operations primarily through its bank subsidiary, Truist Bank, and other nonbank subsidiaries.Merger with SunTrustEffective December 6, 2019, the Company completed its previously announced Merger with SunTrust pursuant to an Agreement and Plan of Merger dated as of February 7, 2019 and amended as of June 14, 2019. SunTrust offered a full line of financial services for consumers, businesses, corporations, institutions, and not-for-profit entities, both through branches (located primarily in Florida, Georgia, Virginia, North Carolina, Tennessee, ",0.0
TYL,Tyler Technologies,Information Technology,Application Software,"Plano, Texas",2020-06-22,860731,1966,">ITEM 1.BUSINESS.DESCRIPTION OF BUSINESSTyler Technologies, Inc. (“Tyler”) is a major provider of integrated information management solutions and services for the public sector, with a focus on local governments. We partner with clients to make government more accessible to the public, more responsive to the needs of citizens and more efficient in its operations. We have a broad line of software solutions and services to address the information technology (“IT”) needs of major areas of operations for cities, counties, schools and other government entities. A majority of our clients have our software installed in-house. For clients who prefer not to physically acquire the software and hardware, most of our software applications can be delivered as software as a service (“SaaS”), which primarily utilize the Tyler private cloud. We provide professional IT services to our clients, including software and hardware installation, data conversion, training and, at times, product modifications. In addition, we are the nation’s largest p",0.0
TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,"Springdale, Arkansas",2005-08-10,100493,1935,">ITEM 1. BUSINESSGENERALTyson Foods, Inc. and its subsidiaries (collectively, the “Company,” “we,” “us,” “our,” “Tyson Foods” or “Tyson”) (NYSE: TSN) is one of the world’s largest food companies and a recognized leader in protein. Founded in 1935 by John W. Tyson and grown under three generations of family leadership, the Company has a broad portfolio of products and brands including Tyson®, Jimmy Dean®, Hillshire Farm®, Ball Park®, Wright®, Aidells®, ibp® and State Fair®. Tyson Foods innovates continually to make protein more sustainable, tailor food for everywhere it’s available and raise the world’s expectations for how much good food can do. Headquartered in Springdale, Arkansas, the Company had approximately 139,000 employees (""team members"") on October 3, 2020",0.0
UDR,"UDR, Inc.",Real Estate,Residential REITs,"Highlands Ranch, Colorado",2016-03-07,74208,1972,">Item 1. BUSINESSGeneralUDR is a self-administered real estate investment trust, or REIT, that owns, operates, acquires, renovates, develops, redevelops, disposes of, and manages multifamily apartment communities generally located in high barrier-to-entry markets throughout the United States. The high barrier-to-entry markets are characterized by limited land for new construction, difficult and lengthy entitlement processes, low single-family home affordability and strong employment growth potential. At December 31, 2019, our consolidated real estate portfolio consisted of 148 communities located in 20 markets, consisting of 47,010 completed apartment homes, which are held directly or through our subsidiaries, including the Operating Partnership and the DownREIT Partnership, and consolidated joint ventures. In addition, we have an ownership interest in 5,268 completed or to-be-completed apartment homes through unconsolidated joint ventures or partnerships, including 2,138 apartment homes owned by entities in which we hold preferred equity investments. At December 31, 2019, the Company was developing three wholly-owned communities totaling 878 homes, none of which have been completed.",0.0
ULTA,Ulta Beauty,Consumer Discretionary,Specialty Stores,"Bolingbrook, Illinois",2016-04-18,1403568,1990,">Item 1.   BusinessOverviewUlta Beauty is the largest beauty retailer in the United States and the premier beauty destination for cosmetics, fragrance, skin care products, hair care products, and salon services. We provide unmatched product breadth, value, and convenience in a distinctive specialty retail environment. Key aspects of our business include:Shopping Experience. Our guests can satisfy all of their beauty needs at Ulta Beauty. Our stores, website, and mobile applications offer more than 25,000 products from approximately 500 well-established and emerging beauty brands across all categories and price points, including Ulta Beauty’s own private label, the Ulta Beauty Collection. Our bright and open store environment and easy to shop website and mobile applications encourage our guests to discover new products and services. We believe we offer the widest selection of beauty categories, including prestige and mass cosmetics, fragrance, haircare, skincare, bath and body products, professional hair products, and salon styling tools. We also offer a full-service salon in every store feat",0.0
UAL,United Airlines Holdings,Industrials,Airlines,"Chicago, Illinois",2015-09-03,100517,1967,">ITEM 1.    BUSINESS.OverviewUnited Airlines Holdings, Inc. (together with its consolidated subsidiaries, ""UAL"" or the ""Company"") is a holding company and its principal, wholly-owned subsidiary is United Airlines, Inc. (together with its consolidated subsidiaries, ""United""). As UAL consolidates United for financial statement purposes, disclosures that relate to activities of United also apply to UAL, unless otherwise noted. United's operating revenues and operating expenses comprise nearly 100% of UAL's revenues and operating expenses. In addition, United comprises approximately the entire balance of UAL's assets, liabilities and operating cash flows. When appropriate, UAL and United are named specifically for their individual contractual obligations and related disclosures and any significant differences between the operations and results of UAL and United are separately disclosed and explained. We sometimes use the words ""we,"" ""our,"" ""us,"" and the ""Company"" in this report for disclosures that relate to all of UAL and United.",0.0
UPS,United Parcel Service,Industrials,Air Freight & Logistics,"Sandy Springs, Georgia",2002-07-22,1090727,1907,">Item 1.BusinessOverviewUnited Parcel Service, Inc. (“UPS”) was founded in 1907 as a private messenger and delivery service in Seattle, Washington. Today, we are the world’s largest package delivery company, a leader in the U.S. less-than-truckload industry and a premier provider of global supply chain management solutions. The global market for these services includes transportation, distribution, contract logistics, ground freight, ocean freight, air freight, customs brokerage, insurance and financing. We operate one of the largest airlines in the world, as well as the world’s largest fleet of alternative-powered vehicles. We deliver packages each business day for ",0.0
URI,United Rentals,Industrials,Trading Companies & Distributors,"Stamford, Connecticut",2014-09-20,1067701,1997,">Item 1.    Business United Rentals is the largest equipment rental company in the world, operates throughout the United States and Canada, and has a limited presence in Europe. The table below presents key information about our business as of and for the years ended December 31, 2019 and 2018. Our business is discussed in more detail below. The data below should be read in conjunction with, and is qualified by reference to, our Management’s Discussion and Analysis and our consolidated financial statements and notes thereto contained elsewhere in this report. As discussed in note 4 to the consolidated financial statements, we completed the acquisitions of BakerCorp International Holdings, Inc. (“BakerCorp”) and Vander Holding Corporation and its subsidiaries (""BlueLine"") in July 2018 and Octob",0.0
UNH,UnitedHealth Group,Health Care,Managed Health Care,"Minnetonka, Minnesota",1994-07-01,731766,1977,">Item 1 of Part I of this Annual Report on Form 10-K under the caption “Executive Officers of the Registrant.” We have adopted a code of ethics applicable to our principal executive officer and other senior financial officers, who include our principal financial officer, principal accounting officer, controller and persons performing similar functions. The code of ethics, entitled Code of Conduct: Our Principles of Ethics and Integrity, is posted on our website at www.unitedhealthgroup.com. For information about how to obtain the Code of Conduct, see Part I, Item 1, “Business.” We intend to satisfy the SEC’s disclosure requirements regarding amendments to, or waivers of, the code of ethics for our senior financial officers by posting such information on our website indicated above.",0.0
UHS,Universal Health Services,Health Care,Health Care Facilities,"King of Prussia, Pennsylvania",2014-09-20,352915,1979,">Item 1 Business—Self-Referral and Anti-Kickback Legislation.
If we are deemed to have failed to comply with the anti-kickback statute, the Stark Law or other applicable laws and regulations, we could be subjected to liabilities, including criminal penalties, civil penalties (including the loss of our licenses to operate one or more facilities), and exclusion of one or more facilities from participation in the Medicare, Medicaid and other federal and state healthcare programs. The imposition of such penalties could have a material adverse effect on our business, financial condition or results of operations.
We also operate health care facilities in the United Kingdom and have operations and commercial relationships with companies in other foreign jurisdictions and, as a result, are subject to certain U.S. and foreign laws applicable to businesses generally, including anti-corruption laws. The Foreign Corrupt Practices Act regulates U.S. companies in their dealings with foreign officials, prohibiting bribes and similar practices, and requires that they maintain records that fairly and acc",0.0
VTR,Ventas,Real Estate,Health Care REITs,"Chicago, Illinois",2009-03-04,740260,1998,">ITEM 1.    Business BUSINESSOverviewVentas, Inc., an S&P 500 company, is a real estate investment trust (“REIT”) with a highly diversified portfolio of seniors housing, research and innovation, and healthcare properties located throughout the United States, Canada and the United Kingdom.  As of December 31, 2019",0.0
VRSN,Verisign,Information Technology,Internet Services & Infrastructure,"Dulles, Virginia",2006-02-01,1014473,1995,">ITEM 1.BUSINESS Overview  We are a global provider of domain name registry services and internet infrastructure, enabling internet navigation for many of the world’s most recognized domain names.  We enable the security, stability, and resiliency of key internet infrastructure and services, including providing root zone maintainer services, operating two of the 13 global internet root servers, and providing registration services and authoritative resolution for the .com and .net top-level domains (“TLDs”), which support the majority of global e-commerce. ",0.0
VRSK,Verisk,Industrials,Research & Consulting Services,"Jersey City, New Jersey",2015-10-08,1442145,1971,">Item 1.BusinessOur CompanyVerisk is a leading data analytics provider serving customers in insurance, energy and specialized markets, and financial services. Using advanced technologies to collect and analyze billions of records, we draw on unique data assets and deep domain expertise to provide innovations that may be integrated into customer workflows. We offer predictive analytics and decision support solutions to customers in rating, underwriting, claims, catastrophe and weather risk, natural resources intelligence, economic forecasting, commercial banking and finance, and many other fields. In the United States, or U.S., and around the world, we help customers protect people, property, and financial assets. Our customers use our solutions to make better deci",0.0
VZ,Verizon,Communication Services,Integrated Telecommunication Services,"New York City, New York",1983-11-30,732712,1983 (1877),">Item 1.    BusinessGeneralVerizon Communications Inc. (Verizon or the Company) is a holding company that, acting through its subsidiaries, is one of the world’s leading providers of communications, information and entertainment products and services to consumers, businesses and government entities. With a presence around the world, we offer voice, data and video services and solutions on our networks that are designed to meet customers’ demand for mobility, reliable network connectivity, security and control. Formerly known as Bell Atlantic Corporation (Bell Atlantic), we were incorporated in 1983 under the laws of the State of Delaware. We began doing business as Verizon on June 30, 2000 following our merger with GTE Corporation. We have a highly diverse workforce of approximately 135,000",0.0
VRTX,Vertex Pharmaceuticals,Health Care,Biotechnology,"Cambridge, Massachusetts",2013-09-23,875320,1989,">ITEM 1.BUSINESSOVERVIEWWe invest in scientific innovation to create transformative medicines for people with serious diseases with a focus on specialty markets.  Cystic Fibrosis Our goal is to develop treatment regimens that will provide benefits to all patients with cystic fibrosis, or CF, and will enhance the benefits that currently are being provided to patients taking our medicines.  Our marketed medicines are TRIKAFTA (elexacaftor/tezacaftor/ivacaftor and ivacaftor), SYMDEKO/SYMKEVI (tezacaftor/ivacaftor and ivacaftor), ORKA",0.0
VFC,VF Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Denver, Colorado",1979-06-30,103379,1899,">ITEM 1.    BUSINESS.V.F. Corporation, founded in 1899, is one of the world's largest apparel, footwear and accessories companies connecting people to the lifestyles, activities and experiences they cherish most through a family of iconic outdoor, active and workwear brands. Unless the context indicates otherwise, the terms “VF,” the ""Company,” “we,” “us,” and “our” used herein refer to V.F. Corporation and its consolidated subsidiaries.Unless otherwise noted, all discussion below, including amounts and percentages for all periods, reflect the results of operations and financial condition from VF’s continuing operations. As such, both the Jeans business subject to the spin-off completed May 22, 2019 and the Occupational Workwear business that met the held-for-sale and discontinued operations criteria during the three months ended March 2",0.0
VICI,Vici Properties,Real Estate,Hotel & Resort REITs,"New York City, New York",2022-06-08,1705696,2017,">Item 1 “Business-Overview of our Lease Agreements”.  Inflation may cause the rent provisions to result in rent increases over time. However, we could be negatively affected if increases in rent are not sufficient to cover increases in our operating expenses due to inflation. In addition, inflation and increased cost may have an adverse impact on our tenants if increases in their operating expenses exceed increases in revenue due to inflation. Off-Balance Sheet ArrangementsAs of December 31, 2019, and as of the date this report was filed, we do not have any off-balance sheet arrangements.69",0.0
V,Visa Inc.,Information Technology,Data Processing & Outsourced Services,"San Francisco, California",2009-12-21,1403161,1958,">ITEM 1.    BusinessOVERVIEWVisa is one of the world’s leaders in digital payments. Our mission is to connect the world through the most innovative, reliable and secure payments network — enabling individuals, businesses and economies to thrive. We facilitate digital payments across more than 200 countries and territories among a global set of consumers, merchants, financial institutions, businesses, strategic partners and government entities through innovative technologies.Since Visa’s inception in 1958, Visa has been in the business of facilitating payments between consumers and businesses. With new ways to pay, we have evolved into a global company that is a Trusted Engine of Commerce, providing payment solutions for everyone, everywhere. We are focused on extending, enhancing and investing in our propr",0.0
WBA,Walgreens Boots Alliance,Consumer Staples,Drug Retail,"Deerfield, Illinois",1979-12-31,1618921,2014,">Item 1.  BusinessOverviewWalgreens Boots Alliance, Inc., a Delaware corporation (“Walgreens Boots Alliance”), is a global leader in retail and wholesale pharmacy, touching millions of lives every day through dispensing and distributing medicines, and through its convenient retail locations, digital platforms and health and beauty products with sales of $139.5 billion in the fiscal year ended August 31, 2020. The Company has more than 100 years of trusted healthcare heritage and innovation in community pharmacy and pharmaceutical wholesaling. Walgreens Boots Alliance's purpose is to help people across the world lead healthier and happier lives. Walgreens Boots Alliance is proud of its contributions to healthy communities, a healthy planet, an inclusive workplace and a sustainable marketplace. Walgreens B",0.0
WMT,Walmart,Consumer Staples,Hypermarkets & Super Centers,"Bentonville, Arkansas",1982-08-31,104169,1962,">Item 1. Business"" above contains information relating to the availability of a copy of our Code of Ethics for our CEO and senior financial officers and our Statement of Ethics and the posting of amendments to and any waivers of the Code of Ethics for our CEO and senior financial officers and our Statement of Ethics on our website.ITEM 11.EXECUTIVE COMPENSATION",0.0
WBD,Warner Bros. Discovery,Communication Services,Broadcasting,"New York City, New York",2022-04-11,1437107,2022,">ITEM 1. Business.For convenience, the terms “Discovery,” the “Company,” “we,” “us” or “our” are used in this Annual Report on Form 10-K to refer to both Discovery, Inc. and collectively to Discovery, Inc. and one or more of its consolidated subsidiaries, unless the context otherwise requires. On March 6, 2018, the Company acquired Scripps Networks Interactive, Inc. (""Scripps Networks"") and changed its name from ""Discovery Communications, Inc."" to ""Discovery, Inc."" (See Note 3 to the accompanying consolidated financial statements.)We were formed in September 2008 as a Delaware corporation in connection with Discovery Holding Company (“DHC”) and Advance/Newhouse Programming Partnership (“Advance/Newhouse”) combining their respective ownership interests in Discovery Communications Holding, LLC (“DCH”) and exchanging those interests with and into Discovery (the “Discovery Formation”). As a result of the Discovery Formation, DHC and DCH became wholly-owned subsidiaries of Discovery, with Discovery becoming the successor reporting entity to DHC.",0.0
WEC,WEC Energy Group,Utilities,Electric Utilities,"Milwaukee, Wisconsin",2008-10-31,783325,1896,">ITEM 1. BUSINESSA. INTRODUCTIONIn this report, when we refer to ""WEC Energy Group,"" ""the Company,"" ""us,"" ""we,"" ""our,"" or ""ours,"" we are referring to WEC Energy Group, Inc. and all of its subsidiaries. The term ""utility"" refers to the regulated activities of the electric and natural gas utility companies, while the term ""non-utility"" refers to the activities of the electric and natural gas companies that are not regulated, as well as We Power and Bluewater. The term ""nonregulated"" refers to activities at Bishop Hill III, Coyote Ridge, Upstream, WEC Energy Group holding company, the Integrys holding company, the PELLC holding company, Wispark, Bostco, Wisvest, WECC, WBS, and PDL. References to ""Notes"" are to the Notes to Consolidated Financial Statements included in this Annual Report on Form 10-K.",-0.5132527947425842
WFC,Wells Fargo,Financials,Diversified Banks,"San Francisco, California",1976-06-30,72971,1852,">ITEM 1.BUSINESS Wells Fargo & Company is a corporation organized under the laws of Delaware and a financial holding company and a bank holding company registered under the Bank Holding Company Act of 1956, as amended (BHC Act). Its principal business is to act as a holding company for its subsidiaries. References in this report to “the Parent” mean the holding company. References to “we,” “our,” “us” or “the Company” mean the holding company and its subsidiaries that are consolidated for financial reporting purposes.At December 31, 2019, we had assets of ",0.0
WELL,Welltower,Real Estate,Health Care REITs,"Toledo, Ohio",2009-01-30,766704,1970,">Item 1.  Business GeneralWelltower Inc. (NYSE:WELL), an S&P 500 company headquartered in Toledo, Ohio, is driving the transformation of health care infrastructure. The company invests with leading seniors housing operators, post-acute providers and health systems to fund the real estate and infrastructure needed to scale innovative care delivery models and improve people’s wellness and overall health care experience. Welltower™, a real estate investment trust (“REIT”), owns interests in properties concentrated in major, high-growth markets in the United States (“U.S.”), Canada and the United Kingdom (“U.K.”), consisting of seniors housing, post-acute communities and outpatient medical properties. More information is available on the Internet at www.welltower.com. The i",0.0
WST,West Pharmaceutical Services,Health Care,Health Care Supplies,"Exton, Pennsylvania",2020-05-22,105770,1923,">ITEM 1.  BUSINESSGeneralWe are a leading global manufacturer in the design and production of technologically advanced, high-quality, integrated containment and delivery systems for injectable drugs and healthcare products. Our products include a variety of primary packaging, containment solutions, reconstitution and transfer systems, and drug delivery systems, as well as contract manufacturing, analytical lab services and integrated solutions. Our customers include the leading biologic, generic, pharmaceutical, diagnostic, and additional medical device companies in the world. Our top priority is delivering quality products that meet the exact product specifications and quality standards customers require and expect. This focus on quality includes a commitment to excellence in manufacturing, scientific and technical expertise and management, and enables us to partner with our customers in order to deliver safe, effective drug products to patients quickly and efficiently. ",0.0
WDC,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals","San Jose, California",2009-07-01,106040,1970,">Item 1. Business General   Western Digital Corporation (“Western Digital”) is a leading developer, manufacturer, and provider of data storage devices and solutions that address the evolving needs of information technology (“IT”) and the infrastructure that enables the proliferation of data in virtually every industry. We create environments for data to thrive. We are driving the innovation needed to help customers capture, preserve, access and transform an ever-increasing diversity of data. Everywhere d",0.0
WMB,Williams Companies,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",1975-03-31,107263,1908,">Item 1. BusinessIn this report, Williams (which includes The Williams Companies, Inc. and, unless the context otherwise indicates, all of our subsidiaries) is at times referred to in the first person as “we,” “us” or “our.” We also sometimes refer to Williams as the “Company.”GENERALWe are an energy infrastructure company committed to be the leader in providing infrastructure that safely delivers natural gas products to reliably fuel the clean energy economy. We have operations in 15 supply areas that provide natural gas gathering, processing, and transmission services and natural gas liquids fractionation, transportation, and storage services to more than 600 customers. We own an interest in and operate over 30,000 miles of pipelines, 28 proces",0.0
WTW,Willis Towers Watson,Financials,Insurance Brokers,"London, United Kingdom",2016-01-05,1140536,2016,">ITEM 1. BUSINESS
The Company
Willis Towers Watson is a leading global advisory, broking and solutions company that helps clients around the world turn risk into a path for growth. Willis Towers Watson has more than 45,000 employees and services clients in more than 140 countries. We design and deliver solutions that manage risk, optimize benefits, cultivate talent and expand the power of capital to protect and strengthen institutions and individuals. We believe our unique perspective allows us to see the critical intersections between talent, assets and ideas - the dynamic formula that drives business performance.
We trace our history to 1828, and are a leading global advisory, broking and solutions company that helps clients around the world turn risk into a path for growth. We provide a comprehensive offering of services and solutions to clients across four business segments: Human Capital and ",0.0
